user_id,book_ids,keywords
04fa8ddf76452f01b245278feef95454,"{0: ['10194157', '8755785', '11735983', '17878931', '10025305'], 1: ['11235712', '13104080', '16069030', '13138635', '14290364', '13414446', '18460392'], 2: ['13206760', '13206900', '13206828', '14061955', '17347389', '22489107', '19547856', '8490112'], 3: ['20613470', '20560137'], 4: ['15745753', '7896527', '15839984']}","{0: ['satellite', 'just', 'enslaving', 'spins', 'silvers', 'recent', 'masterful', 'nearest', 'kai', 'ledge', 'adorable', 'thought', 'gathering', 'school', 'court'], 1: ['journey', 'elle', 'dear', 'war', 'lilac', 'tarver', 'live', 'mal', 'emerged', 'sacrificed', 'karou', 'squad', 'potential', 'setting', 'prisoner'], 2: ['lunar', 'winter', 'color', 'help', 'state', 'emperor', 'cinder', 'kestrel', 'conquers', 'abandoned', 'succeeds', 'karou', 'waking', 'business', 'eyes'], 3: ['laia', 'drabber', 'dormant', 'survived', 'mal', 'condition', 'celaena', 'black', 'secretly', 'shattering', 'charlotte', 'treaty', 'stealing', 'actually', 'prison'], 4: ['devastating', 'unveiled', 'decide', 'star', 'action', 'miss', 'infected', 'things', 'love', 'turns', 'times', 'finally', 'slips', 'security', 'meets']}"
0580ba7a203e079d8f89588007c13374,"{0: ['6148028', '22557272', '8664353', '4667024', '5310515', '9969571', '7445', '15745753'], 1: ['2767052', '11870085', '20170404'], 2: ['7260188', '18143977', '2728527', '7937843', '3', '15507958', '6493208'], 3: ['18007564'], 4: ['9361589', '11387515', '2429135', '11735983', '15881', '16160797']}","{0: ['stockett', 'pile', 'skeeter', 'tell', 'live', 'sustain', 'pitch', 'radical', 'remains', 'family', 'store', 'powers', 'fortune', '5th', 'unbeknownst'], 1: ['fortune', 'just', 'physics', 'winning', 'pitted', 'suddenly', 'pseudonym', 'knows', 'scattered', 'selected', 'prim', 'starve', 'prior', 'mississippi', 'trying'], 2: ['thousands', 'drama', 'life', '13', 'land', 'novel', 'plain', 'distrust', 'obstacle', 'jack', 'accident', 'travel', 'gorgeous', 'malo', 'perfect'], 3: ['human', 'horrors', 'pseudonym', 'door', 'carve', 'desert', 'vanish', 'treat', 'thrilling', '2010', 'sees', 'stronger', 'warning', 'polio', 'path'], 4: ['happened', 'war', 'friends', '1962', 'really', 'olympics', 'terrifying', 'cormoran', 'unforgettable', 'medicine', 'takes', 'struggling', 'ultimate', 'strike', 'possibly']}"
05ba51360a98b56789e8493024d6fcff,"{0: ['16169304', '16009124', '22815364', '6430659', '18192843', '21468147', '13159887'], 1: ['22052456', '18293477', '16192930', '16124430', '12009077', '18689359', '16159818'], 2: ['16145400', '17156198', '12215609', '9305362', '17305783', '7090484'], 3: ['17727137', '17912488', '7332306'], 4: ['17560419', '12798818']}","{0: ['seated', 'jay', 'division', 'spend', 'relationship', 'team', 'naturally', 'overbearing', 'sleek', 'living', 'jesse', 'epically', 'abruptly', 'nice', 'continues'], 1: ['joe', 'desperate', 'months', 'continues', 'isn', 'devastating', 'way', 'adam', 'short', 'thought', 'lusting', 'schedule', 'present', 'jamie', 'polar'], 2: ['jory', 'riley', 'stay', 'finds', 'hours', 'father', 'change', 'captured', 'didn', 'danny', 'acclaimed', 'blog', 'witness', '15', 'craft'], 3: ['dead', 'day', 'stephen', 'months', 'cell', 'avoid', 'hospital', 'bring', 'tour', 'life', 'surprises', '60k', 'published', 'serve', 'palm'], 4: ['cute', 'jesse', 'use', 'edition', '429', 'occasion', 'gives', 'cooks', 'things', 'sprawling', 'snug', 'settle', 'task', 'tale', 'school']}"
06fe207046c7e8fe7ad2068956d77e75,"{0: ['15717943', '16109563', '15739018', '17449417'], 1: ['17448960', '17340050', '12513614', '18134249', '16119079', '15704001'], 2: ['16073738', '15745950', '17200687', '17333880', '17029526', '15784909', '18593175', '16034964', '15858248', '11870085'], 3: ['16102004', '17267122'], 4: ['18090508', '17788401', '20639274']}","{0: ['ruiz', 'kerrington', 'fantasies', 'skirt', 'matter', 'shows', 'raw', 'let', 'della', 'gave', 'multimillion', 'key', 'afraid', 'meets', 'state'], 1: ['decency', 'excruciating', 'kate', 'live', 'make', 'experience', 'warn', 'loyal', 'poured', 'end', 'kid', 'little', 'romance', 'perfectionist', 'caleb'], 2: ['guy', 'sooner', 'just', 'comes', 'story', 'daniel', 'kidnapped', '62', 'clayton', 'explicit', 'bed', 'alice', 'destroying', 'read', 'women'], 3: ['edition', 'east', 'ache', 'loyal', 'collides', 'birthday', 'chained', 'town', 'gavin', 'struggles', 'span', 'possible', 'scary', 'unshared', 'language'], 4: ['discovering', 'tate', 'unique', 'school', 'holds', 'friends', 'accomplish', 'million', 'think', 'silent', 'deep', 'sloane', 'tearing', 'intended', 'key']}"
07310edcff872a117652aaa0544844e0,"{0: ['22557272', '15783514', '7937843', '18007564', '7260188', '9969571', '16158542', '7445'], 1: ['2767052', '2728527', '4667024', '20170404', '15745753'], 2: ['11870085', '15507958', '11387515', '8664353'], 3: ['19063', '15818107', '2213661'], 4: ['9361589', '6148028', '6493208', '13158800', '77203']}","{0: ['state', 'ma', 'play', 'televised', 'survived', 'rare', 'american', 'simply', 'nick', 'players', 'representatives', 'escape', 'principles', 'realize', 'ultimately'], 1: ['place', 'games', 'lettie', 'actor', 'quell', 'lighthouse', 'know', 'self', 'playing', 'win', 'project', 'stars', 'promise', 'scenes', 'death'], 2: ['plot', 'thirst', 'hazel', 'district', 'old', 'lines', 'tragic', 'love', 'deeply', '13', 'wheelchair', 'mind', 'appeal', 'touchpaper', 'single'], 3: ['jewish', 'journey', 'different', 'dachau', 'quell', 'ages', 'storyteller', 'cloning', 'graveyard', 'unusual', 'vivian', 'supernatural', 'transformed', 'thoroughly', 'selected'], 4: ['home', 'want', 'adventures', 'red', 'underway', 'outposts', 'ghosts', 'swept', 'runneris', 'terminal', 'murder', 'patrons', 'strange', 'twists', 'katniss']}"
0882497d3032e06fd04345c7b8ea15ed,"{0: ['16102004', '18143950', '17340050', '15717876'], 1: ['16070903', '17333880', '16109563', '17158596', '16163690', '17788401'], 2: ['16073738', '17029526', '17314430', '15745950', '17448960', '17337562', '15739018', '16114861'], 3: ['17200687', '18090508', '16113791', '17255265'], 4: ['15717943', '20639274', '17983690']}","{0: ['role', 'isn', 'fallen', 'slammed', 'provocative', 'shouldn', 'loved', 'midsummer', 'isolated', 'friendship', 'lakeside', 'whip', 'affair', 'teach', 'roses'], 1: ['emily', 'deals', 'evelyn', 'invoke', 'secrets', 'listen', 'exasperating', 'mother', 'jacobs', 'way', 'learned', 'rise', 'paperback', 'like', 'peterson'], 2: ['colton', 'story', 'great', 'spent', 'janis', 'brother', 'life', 'executive', 'destined', 'giving', 'invincible', 'chucks', 'want', 'say', 'travis'], 3: ['drive', 'east', 'kayden', 'listen', 'person', 'bestselling', 'college', 'career', 'torn', 'luck', 'success', 'spinning', 'accessed', 'san', 'untangle'], 4: ['different', 'holder', 'unforgettable', 'accepted', 'matter', 'decide', 'forever', 'theirs', 'society', 'silenced', 'saved', 'tattoos', 'bree', 'isolated', 'bathroom']}"
08d805375530cc208801531ca7fdefbc,"{0: ['2728527', '13496', '2429135', '68428'], 1: ['2213661', '9969571', '8664353', '13206760', '7445', '10194157'], 2: ['19063', '13206828', '22544764', '11235712', '2657', '375802'], 3: ['9361589', '18143977', '4667024', '6381205', '15745753'], 4: ['15783514', '8306857', '6493208', '13335037']}","{0: ['stand', 'orphan', 'jewish', 'taste', 'amalgam', 'throne', 'surface', 'shining', 'picture', 'promises', 'really', 'outside', 'family', 'turns', 'long'], 1: ['exactly', 'honest', 'ole', 'prepared', 'players', 'ii', 'outskirts', 'graveyard', 'white', 'split', 'sail', 'struggles', 'teenage', 'scope', 'prince'], 2: ['overthrow', 'theaters', 'immortal', '2007', 'debris', 'fighter', 'unforgettable', 'mean', 'daring', 'considered', 'earth', 'wood', 'went', 'astonishing', 'tobacco'], 3: ['gorgeous', 'grateful', 'park', 'prepared', 'course', 'dead', 'aibileen', 'want', 'occupied', 'werewolf', 'cloned', 'unusual', 'lord', 'breaking', 'tow'], 4: ['foster', 'walking', 'ahead', 'race', 'sussex', 'museum', 'face', 'conflict', 'uncontrollably', 'telling', 'lieutenant', 'trying', 'stockett', 'perfect', 'undergo']}"
098e093039576f06b0d92c0416c127fb,"{0: ['15717876', '18134894', '16093188'], 1: ['16070018', '17230557'], 2: ['17314430', '18090508', '15745950', '17255265', '13372690', '11505797', '13312527', '15739018', '16119079', '24920901'], 3: ['17200687', '16113791', '12368985', '15858248', '16034964', '18693621', '16090981'], 4: ['13496084', '13596809', '16001893']}","{0: ['romantic', 'kayden', 'slavery', 'engage', 'shouldn', 'puzzle', 'accepts', 'manipulative', 'morphed', 'keeping', 'forgiveness', 'rule', 'went', 'lethally', 'thanks'], 1: ['javier', 'daddy', 'easily', 'lot', 'seductive', 'edge', 'riding', 'needles', 'keeps', 'war', 'literally', 'path', 'pleasures', 'listen', 'force'], 2: ['happy', 'eighteen', 'standalone', 'kidnapped', 'circumstances', 'fight', '18', 'death', 'stunning', 'things', 'got', 'chance', 'high', 'father', 'say'], 3: ['discovers', 'discover', 'lot', 'absorbed', 'naked', 'choice', 'married', 'use', 'beginnings', 'saved', 'business', 'tricks', 'bed', 'wallbanging', 'simon'], 4: ['desire', 'unknown', 'dangerous', 'abroad', 'memory', 'idea', 'tear', 'threatens', 'soon', 'fit', 'silly', 'saw', 'terrified', 'intensely', 'boy']}"
0a57a675894e113b75d7b6d869de9fdf,"{0: ['11387515', '15818107', '19063', '8442457', '8664353', '2728527', '16160797', '21853621'], 1: ['15507958', '1232', '15729539', '26236956', '25194146'], 2: ['4667024'], 3: ['7937843', '13158800', '16181775', '18293427'], 4: ['18143977', '15783514', '20170404', '16158542', '19486412', '18079815', '17333223']}","{0: ['star', 'poignant', 'tears', 'amy', 'museum', 'police', 'isabelle', 'survives', 'shocking', 'progresses', 'realizes', 'olympics', 'returning', 'ultimately', 'rich'], 1: ['manx', 'means', 'ingenuity', 'plumbing', 'raleigh', 'naomi', 'pond', 'women', 'old', 'sport', 'pulling', 'school', 'stunned', 'seek', 'universe'], 2: ['think', 'possession', 'force', 'overcoming', 'members', 'farmers', '1936', 'juliet', 'deeply', 'astounding', 'touchpaper', 'shore', 'trainis', 'outposts', 'university'], 3: ['lived', 'literature', 'alice', 'raleigh', 'finds', 'community', 'door', 've', 'wisdom', 'trapped', 'thirst', 'seduction', 'doesn', 'taken', 'stop'], 4: ['later', 'ways', 'remind', 'symphony', 'ocean', 'party', 'investigation', 'store', 'air', 'underworld', 'try', 'tended', 'force', 'risking', 'twist']}"
0b938f8e112485999568129e0c276c73,"{0: ['18007564', '18143977', '136251', '3', '9969571', '15745753', '38447', '8442457'], 1: ['1656001', '16160797', '20170404', '1618'], 2: ['22557272', '8664353', '13335037', '4667024', '256683', '18214414'], 3: ['11235712', '15507958', '13206828', '13206760'], 4: ['11735983', '8621462', '6493208']}","{0: ['specialized', 'old', 'live', 'series', 'sympathetic', 'suddenly', 'misfits', 'paths', 'wife', 'father', 'prepared', 'twists', 'werner', 'rachel', 'oldest'], 1: ['melanie', 'known', 'father', 'kill', 'odysseys', 'police', 'robert', 'olds', 'wildly', 'soon', 'pictures', 'storm', 'satellite', 'physical', 'treatments'], 2: ['moves', 'olympics', 'discussion', 'terrifying', 'bizarre', 'mother', 'gone', 'lacks', 'like', 'life', 'desperate', 'timesbestselling', 'crashed', 'actor', 'universal'], 3: ['cinder', 'immortal', 'ii', 'prince', 'police', 'army', 'discoveries', 'whereabouts', 'completely', 'curse', 'vaccine', 'missing', 'sure', 'cress', 'town'], 4: ['haunting', 'walls', 'final', 'profits', 'amy', 'narrator', 'trying', 'state', 'conor', 'undergo', 'technological', 'master', 'cells', 'supermodel', 'prevented']}"
0cd3d57c4150718e6c3b48acbfeea16c,"{0: ['2767052', '18143977', '15507958', '2728527', '8664353', '6148028', '11387515', '16181775', '16160797', '8621462'], 1: ['9361589', '15745753', '6493208'], 2: ['22557272', '7260188', '20170404', '7445', '13158800', '32075671'], 3: ['18007564', '136251', '38447'], 4: ['19063', '9969571', '2213661']}","{0: ['spreading', 'life', 'parents', 'taken', 'rebellion', 'suicide', 'capitol', 'paris', 'pseudonym', 'district', 'shadows', 'story', 'answer', 'ultimately', 'playing'], 1: ['park', 'fist', 'keeper', 'painted', 'probably', 'scientists', 'known', 'wiping', 'spirit', 'potato', 'running', 'storyteller', 'clothes', 'love', 'post'], 2: ['terms', 'death', 'neighborhood', 'actor', '13', 'daily', 'partner', 'baby', 'lacks', 'town', 'ghosts', 'parents', 'dead', 'toddler', 'shares'], 3: ['husband', 'humor', 'valued', 'courage', 'probably', 'watney', 'dazzling', 'clover', 'republic', 'tragedy', 'terrifying', 'storm', 'ages', 'scientifically', 'people'], 4: ['hands', 'warmth', 'foster', 'obsession', 'age', 'radios', 'wade', 'uneasy', 'tears', 'marco', 'surprising', 'steadfastly', 'twists', 'creator', 'books']}"
0dca3d40440078319639dfda884655dd,"{0: ['8621462', '3', '22489107', '8755785', '16143347'], 1: ['11735983', '9969571', '17347389', '13414446', '16069030', '9627755'], 2: ['18007564', '15745753', '16096824', '136251', '22055262', '14061957', '19063'], 3: ['14061955', '15783514', '12294652'], 4: ['11870085', '9361589', '7171637', '17378508']}","{0: ['scarlet', 'journey', 'enslaves', 'stake', 'relatives', 'sleeps', 'shadowhunter', 'messy', 'june', 'offers', 'fortune', 'wants', 'ley', 'affectionate', 'wildly'], 1: ['daring', 'easily', 'jewish', 'lines', 'magical', 'wade', 'embattled', 'just', 'day', 'watney', 'sargent', 'prince', 'powerful', 'shadowhunters', 'pursued'], 2: ['alina', 'stop', 'keeps', '2007', 'clue', 'faerie', 'hands', 'embraces', 'grey', 'sure', 'relentless', 'kell', 'cirque', 'jewelled', 'deeply'], 3: ['distinguished', 'discovers', 'magical', 'try', 'storm', 'samantha', 'closes', 'beloved', 'castle', 'knew', 'swell', 'acts', 'purse', 'sense', 'shadow'], 4: ['desperately', 'urban', 'soon', 'acrobats', 'darkness', 'series', 'nearly', 'impossible', 'theirs', 'tragic', 'touchpaper', 'startled', 'feyre', 'thirteen', 'mortal']}"
0ef32090550901ead25cb0ea21c4d36b,"{0: ['11870085', '19063', '2213661'], 1: ['2767052', '7260188', '15783514', '8621462', '5310515', '28187'], 2: ['6148028', '2728527', '18143977', '9361589', '1618', '11387515'], 3: ['8664353', '3', '38447', '22557272', '2657'], 4: ['18007564', '7937843', '4667024', '6493208', '7445']}","{0: ['spell', 'painted', 'like', 'sussex', 'suddenly', 'alternate', 'tumor', 'shadow', 'read', 'prodigious', 'painting', 'pitted', 'minutes', 'spur', 'girl'], 1: ['know', 'game', 'overcome', 'late', 'pre', 'road', 'winner', 'lettie', 'stories', 'palacio', 'plotting', 'save', 'message', 'space', 'poignancy'], 2: ['guernsey', 'auggie', 'narrator', 'tells', 'paper', 'katniss', 'died', 'launched', 'time', 'daughter', '12', 'christopher', 'museum', 'ordinary', 'circus'], 3: ['ingenuity', 'impossible', 'unreliable', 'closet', 'age', 'pre', 'mockingbird', 'despite', 'creation', 'oil', 'wildly', 'stops', 'brutal', 'took', 'tenacity'], 4: ['helped', 'mark', 'wants', 'jack', 'unconditional', 'supplies', 'adventures', 'starve', 'quell', 'newbery', 'germans', 'talent', 'truth', 'died', 'painting']}"
