user_id,book_ids,keywords,in_one
7ac68d284be15768081bd3e86a1431c9,"{0: [2767052, 7260188, 4667024, 18007564, 6068551, 19063, 256683, 6479550], 1: [6148028, 3236307, 11235712, 71811, 22544764], 2: [8306857, 6381205, 15783514, 9969571, 7735333, 2429135, 9565548, 2728527], 4: [9361589, 2213661, 8490112, 38619]}","{0: ['shapeshifting', 'lot', 'engineering', 'straight', 'panem', 'rode', 'wolf', 'star', 'poignancy', 'germans', 'accept', 'death', 'katniss', 'love', 'national'], 1: ['long', 'daughters', 'dust', 'officially', 'thompson', 'loves', 'earned', 'friend', 'repair', 'king', 'wild', 'shadowhunter', 'neil', 'really', 'solace'], 2: ['heart', 'summer', 'magic', 'consists', 'comforting', 'eat', 'delicate', 'actually', 'screen', 'tarabotti', 'past', 'london', 'end', 'team', 'life'], 3: ['discovered', 'disappears', 'officially', 'confronts', 'bar', 'change', 'unimaginable', 'teenagers', 'supplies', 'abide', 'renames', 'sister', 'wanted', 'minny', 'lies'], 4: ['destroyed', 'wake', 'performers', 'dead', 'circus', 'love', '2044', 'ismae', 'trilogy', 'struggles', 'finally', 'boy', 'precede', 'learning', 'steel']}","[2767052, 7260188, 4667024, 18007564, 6068551, 19063, 256683, 6479550, 6148028, 3236307, 11235712, 71811, 22544764, 8306857, 6381205, 15783514, 9969571, 7735333, 2429135, 9565548, 2728527, 9361589, 2213661, 8490112, 38619]"
d69935ed03b527d553c979ffa548659f,"{0: [22557272, 18143977, 19063, 8442457, 16181775, 2728527, 2657, 2429135], 1: [21853621, 18774964, 13158800, 7937843, 3], 2: [4667024, 15507958, 19486412, 15818107, 43641, 18293427, 13335037, 17333223], 3: [2767052, 8664353, 7260188], 4: [2153405]}","{0: ['soul', 'parades', 'later', 'survivor', 'stunningly', 'sensational', 'print', 'things', 'man', 'try', 'read', '2010', 'parallels', 'spontaneous', 'face'], 1: ['jack', 'face', 'intrigue', 'pages', 'possible', 'parent', 'plastered', 'wise', 'solace', 'romantic', 'stop', 'sail', 'plans', 'swept', 'kind'], 2: ['jane', 'teenage', 'life', 'molly', 'moves', 'devastating', 'woman', 'dangerous', 'paris', 'sense', 'new', 'live', 'package', 'force', 'tiny'], 3: ['heartbreaking', 'head', 'possible', 'televised', 'degree', 'rebels', 'arrival', 'chatty', 'untrainable', 'wealthy', 'afternoon', 'winning', 'tongue', '1960', 'saga'], 4: ['genetics', 'watch', '1946', 'quell', 'observation', 'fate', 'alice', 'unanswered', 'takeover', 'lost', 'summer', 'starting', 'true', 'devastating', 'unbroken']}","[22557272, 18143977, 19063, 8442457, 16181775, 2728527, 2657, 2429135, 21853621, 18774964, 13158800, 7937843, 3, 4667024, 15507958, 19486412, 15818107, 43641, 18293427, 13335037, 17333223, 2767052, 8664353, 7260188, 2153405]"
792500e85277fa7ada535de23e7eb4c3,"{0: [15704307, 6148028, 5, 1, 23093367, 25451555], 1: [17131869, 136251, 3, 15881], 2: [2767052, 9969571, 7260188, 375802, 20299683, 28862528], 3: [19358975, 2213661, 20898019, 2, 28187], 4: [18007564, 6, 13496, 38447]}","{0: ['run', 'extraordinary', 'kid', 'sirius', 'spirit', 'names', 'like', 'raging', 'master', 'struggle', 'kill', 'young', 'cosmos', 'access', 'whispers'], 1: ['daughter', 'ending', 'jump', 'mad', 'enthrall', 'lockhart', 'killed', 'evil', 'watts', 'robot', 'players', 'seemingly', 'powerfully', 'sweeping', 'located'], 2: ['computer', 'hand', 'stay', '13', 'kills', 'environment', 'desperately', 'cold', 'going', 'subtle', 'suitable', 'jacked', 'adults', 'raise', 'meets'], 3: ['driven', 'draws', '40', 'belongs', 'mad', 'sonja', 'percy', 'community', 'changes', 'trilogy', 'learns', 'international', 'supplies', 'war', 'stone'], 4: ['different', 'valentine', 'deadly', 'standards', '36', 'mockingjay', 'thinking', 'forces', 'hunting', 'stark', 'soldiers', 'school', 'teenagers', 'kill', 'away']}","[15704307, 6148028, 5, 1, 23093367, 25451555, 17131869, 136251, 3, 15881, 2767052, 9969571, 7260188, 375802, 20299683, 28862528, 19358975, 2213661, 20898019, 2, 28187, 18007564, 6, 13496, 38447]"
cd23d9de8fb9983fe66401ed9268903b,"{0: [7735333, 8490112, 7686667, 2213661], 1: [3236307, 6186357, 8525590], 2: [6148028, 11735983, 11235712, 6068551, 11387515, 256683, 19063], 3: [7260188, 9275658, 15745753, 5310515, 9565548], 4: [2767052, 11870085, 8306857, 10626594, 8235178, 11594337]}","{0: ['run', 'invisible', 'elephant', 'slumber', 'shop', 'meet', 'read', 'face', 'nineteen', 'irreverent', 'wilds', 'laughing', 'aboard', 'televised', 'choices'], 1: ['husband', 'crime', 'domain', 'little', 'wealth', 'dusty', 'romance', 'poverty', 'irrevocable', 'led', 'selfless', 'linden', 'probably', 'graceling', 'world'], 2: ['readers', 'classmates', 'sprawling', 'eager', 'ismae', 'like', 'feared', 'acts', 'hunger', 'chest', 'fatal', 'second', '13', 'days', '2007'], 3: ['didn', 'katniss', 'miranda', 'diagnosis', 'claim', 'old', 'st', 'little', 'bizarre', 'captive', 'sisters', 'transformed', 'know', 'scrawled', 'summer'], 4: ['deformity', 'murder', 'uplifting', 'frozen', 'sean', '25', 'exactly', 'crowd', 'thinking', 'somebody', 'irreverent', 'sinister', 'technological', 'misses', 'amy']}","[7735333, 8490112, 7686667, 2213661, 3236307, 6186357, 8525590, 6148028, 11735983, 11235712, 6068551, 11387515, 256683, 19063, 7260188, 9275658, 15745753, 5310515, 9565548, 2767052, 11870085, 8306857, 10626594, 8235178, 11594337]"
68f9915717ccc347b5f46f1b11ec40fe,"{0: [22557272, 20170404, 19486412, 8442457, 18774964, 18293427, 9969571, 13158800, 15790842, 9361589, 15745753], 1: [27833670, 16160797, 18693763, 13538873, 18214414], 2: [18143977, 18007564, 21853621, 15783514, 5886881], 3: [15507958, 17333223], 4: [16181775, 15818107]}","{0: ['slope', 'heart', 'obscure', 'school', 'ove', 'supplies', 'wife', 'young', 'strangers', 'world', 'king', 'ancient', 'dies', 'plotted', 'troupe'], 1: ['novelist', 'devastating', 'forever', 'people', 'family', 'friendship', 'obsessed', 'win', 'keeping', 'sisters', 'parades', 'reservations', 'startlingly', 'roams', 'surrounded'], 2: ['obstacle', 'symphony', 'fuse', 'daily', 'living', 'thinking', 'cries', 'anthony', 'sent', 'like', '1918', 'disturbed', 'schoolmates', 'novel', 'strange'], 3: ['elegiac', 'eerie', 'people', 'takes', 'curious', 'childhood', 'wheelchair', 'completed', 'unforgettable', 'times', 'know', 'amelia', 'roaming', 'sons', 'war'], 4: ['draw', 'powerful', 'walks', 'ambitious', 'man', 'didn', 'sort', 'turner', 'survived', 'isolated', 'strip', 'tried', 'orphan', 'close', 'challenges']}","[22557272, 20170404, 19486412, 8442457, 18774964, 18293427, 9969571, 13158800, 15790842, 9361589, 15745753, 27833670, 16160797, 18693763, 13538873, 18214414, 18143977, 18007564, 21853621, 15783514, 5886881, 15507958, 17333223, 16181775, 15818107]"
e8a8e8152ee8def16bc90b306be7caf2,"{0: [28477789, 25772000, 27152124, 25671827, 25711641, 29100831, 27252717, 24504274], 1: [29533192, 34234022, 31520171, 26252659, 29991719, 32848470], 2: [25573737, 27083865, 28020254, 30283662, 24920901], 3: [25756072, 32468167], 4: [28597587, 31140847, 28800089, 26199231]}","{0: ['secure', 'hockey', 'spending', 'fiancee', 'things', 'love', 'reveals', 'holding', 'smoldering', 'affair', 'line', 'strong', 'nicholas', 'gifts', 'impulsive'], 1: ['fact', 'different', 'kind', 'hey', 'hole', 'family', 'just', 'scrutiny', 'raven', 'wells', 'ladies', 'insane', 'proper', 'bedroom', 'shower'], 2: ['sugar', 'steer', 'hoped', 'childhood', 'great', 'fancy', 'teenager', 'gpa', 'help', 'carriages', 'revenge', 'thia', '1qm9tfp', 'dressed', 'hockey'], 3: ['especially', 'equally', 'kind', 'changes', 'bedrooms', 'brother', 'trouble', 'sizzling', 'stealing', 'sweet', 'stevens', 'admit', 'rat', 'sexual', 'waitress'], 4: ['elaborate', 'vi', 'date', 'sexy', 'addicted', 'matt', 'times', 'hammond', 'sons', 'disarming', 'standalone', 'looking', 'fuck', 'therapist', 'tequila']}","[28477789, 25772000, 27152124, 25671827, 25711641, 29100831, 27252717, 24504274, 29533192, 34234022, 31520171, 26252659, 29991719, 32848470, 25573737, 27083865, 28020254, 30283662, 24920901, 25756072, 32468167, 28597587, 31140847, 28800089, 26199231]"
fc0a0792fd1c30427acdbfecbf5b0a20,"{0: [22152589, 20639274, 17792606], 1: [18076876, 17983690, 16163690, 18341046, 17375956, 23341855], 2: [16070903, 16109563, 18693621, 22020052, 18211118, 16114862], 3: [17617277, 17029526, 15745950], 4: [13448656, 12299419, 13565914, 17333880, 16114861, 16073738, 17255265]}","{0: ['road', 'hired', 'family', 'smart', 'shows', 'profound', 'knights', 'looking', 'memories', 'hold', 'voice', 'affair', 'tenderness', 'flimsy', 'rope'], 1: ['wants', 'help', 'depressed', 'event', 'life', 'november', 'holding', 'excuse', 'son', 'las', 'secrets', 'riptide', 'lead', 'pain', 'birthday'], 2: ['home', 'cage', 'star', 'couldn', 'freedom', 'dies', 'expectations', 'commune', 'salome', 'love', 'fence', 'ago', 'wife', 'hell', '62'], 3: ['em', 'life', 'ecstasy', 'person', 'walking', 'consuming', 'black', 'chaos', 'town', 'suffering', 'started', 'act', 'abby', 'ruthless', 'untangle'], 4: ['doesn', 'unfortunately', 'accepted', 'gets', 'things', 'love', 'thinks', 'male', 'sorrow', 'desire', 'tell', 'figure', 'slept', 'singin', 'safety']}","[22152589, 20639274, 17792606, 18076876, 17983690, 16163690, 18341046, 17375956, 23341855, 16070903, 16109563, 18693621, 22020052, 18211118, 16114862, 17617277, 17029526, 15745950, 13448656, 12299419, 13565914, 17333880, 16114861, 16073738, 17255265]"
ab2fadb5c7bbe55c80406d2b3692e969,"{0: [18143977, 18774964, 43641, 18693763, 10032672, 16115612], 1: [6493208, 15790842, 10644930, 7445, 13526165, 11447921], 2: [21853621, 13158800, 2429135, 17333223, 2657, 38447], 3: [19486412, 12262741, 2153405, 8683812], 4: [40440, 13227454, 3591262]}","{0: ['starstruck', 'painting', 'talents', 'loved', 'place', 'unable', 'public', 'supply', 'shoes', 'agoraphobic', 'refuge', 'pair', 'bitter', 'mother', 'winning'], 1: ['gave', 'lead', 'pacific', 'light', 'cells', 'price', 'wife', 'school', 'parallel', 'money', 'stands', 'popular', 'ruthless', 'poor', 'struck'], 2: ['tested', 'disappearance', 'parents', 'vianne', 'narrow', '1918', 'like', 'american', 'mysteriously', 'town', 'deposit', 'shore', 'went', 'heart', 'offred'], 3: ['island', 'isabel', 'alice', 'price', 'scattered', 'did', 'collide', 'madeline', 'days', 'using', 'tragic', 'theaters', 'suspense', 'actions', 'mothers'], 4: ['hospital', 'walking', 'queenie', 'act', 'ran', 'tear', 'notions', 'mission', 'girl', 'storyteller', 'underworld', 'journey', 'survived', 'twisted', 'margaret']}","[18143977, 18774964, 43641, 18693763, 10032672, 16115612, 6493208, 15790842, 10644930, 7445, 13526165, 11447921, 21853621, 13158800, 2429135, 17333223, 2657, 38447, 19486412, 12262741, 2153405, 8683812, 40440, 13227454, 3591262]"
246eac0ca4d02e73d8768a5acb9b89d7,"{0: [28800089, 34234022, 29100831, 32468167, 32848470], 1: [27152124, 26199231, 30974882], 2: [25772000, 25573737, 28020254, 25756072, 25671827, 30094879, 25711641, 26252659], 3: [28597587, 27083865, 33095590], 4: [28477789, 31140847, 29533192, 31520171, 30283662, 29155108]}","{0: ['scarred', 'helpless', 'faster', 'soft', 'lifetime', 'montague', 'sixteen', 'relief', 'afternoon', 'hewson', 'wife', 'impression', 'wasn', 'dies', 'tense'], 1: ['shane', 'dies', 'exotic', 'heights', 'eyes', 'keeland', 'saves', 'hey', 'week', 'forbidden', 'innocence', 'prepared', 'promised', 'bad', 'ink'], 2: ['cocky', 'finale', 'hiding', 'sportscaster', 'face', 'girls', 'stronger', 'beck', 'remember', 'sela', 'thia', 'bowl', 'catch', 'heavily', 'gets'], 3: ['enjoy', 'engaged', 'keeland', 'professional', 'summer', 'house', 'city', 'standalone', 'believe', 'hates', 'brutalized', 'train', 'new', 'asked', 'adventure'], 4: ['edges', 'vaughan', 'think', 'adopted', 'matt', 'hard', 'greedy', 'disarming', 'date', 'soul', 'flashes', 'thrilling', 'smart', 'semester', 'barking']}","[28800089, 34234022, 29100831, 32468167, 32848470, 27152124, 26199231, 30974882, 25772000, 25573737, 28020254, 25756072, 25671827, 30094879, 25711641, 26252659, 28597587, 27083865, 33095590, 28477789, 31140847, 29533192, 31520171, 30283662, 29155108]"
9ece969fdfbcea1d659cadfd329020a8,"{0: [10194157, 6381205, 11544421, 8559047, 38619, 17347389, 12119529], 1: [13206760, 23395680, 9565548, 22055262], 2: [17131869, 22544764, 8490112, 19358975, 20898019], 3: [18007564, 23437156, 23093367, 4345498], 4: [15704307, 6479550, 15711341, 16096824, 25451555]}","{0: ['results', 'investigative', 'fast', 'sinister', 'kate', 'masters', 'adam', 'long', 'servicing', 'prodigy', 'medicine', 'invitation', 'lord', 'king', 'survived'], 1: ['intrigue', 'evacuating', 'dearest', 'life', 'expected', 'plague', 'involve', 'enemy', 'watch', 'old', 'responsibilities', 'languages', 'pack', 'sangue', 'scarlet'], 2: ['space', 'eye', 'isn', 'graceful', '18', 'confronts', 'prone', 'terrible', 'discovers', 'winning', 'closest', 'fills', 'stories', 'agnieszka', 'family'], 3: ['embarrassing', 'elite', 'toddler', 'kate', 'community', 'place', 'stranded', 'life', 'kaz', 'beast', 'chance', 'games', 'sagais', 'shapeshifting', 'speak'], 4: ['doubt', 'unofficially', 'gwendolyn', 'mages', 'access', 'feyre', 'smell', 'deeply', 'sides', 'handle', 'kill', 'tarabotti', 'fold', 'shapeshifter', 'runaways']}","[10194157, 6381205, 11544421, 8559047, 38619, 17347389, 12119529, 13206760, 23395680, 9565548, 22055262, 17131869, 22544764, 8490112, 19358975, 20898019, 18007564, 23437156, 23093367, 4345498, 15704307, 6479550, 15711341, 16096824, 25451555]"
3b3f26019b3a5dbecb49c5faf1abce4c,"{0: [6479550, 42899, 42900, 35729, 9637479, 13570854, 304027, 2168860, 38619, 17562900, 10357792], 1: [1421990, 3819326, 7046495, 12119529, 6582637], 2: [11544421, 20705702, 42898, 71811], 3: [10993282, 10818853], 4: [8559047, 4345498, 15781026]}","{0: ['renowned', 'horse', 'magic', 'situation', 'explores', 'life', 'leaving', 'powerful', 'adam', 'shadowed', 'terrifying', 'bones', 'man', 'hot', 'intervenes'], 1: ['dangerously', 'emotional', 'holed', 'hours', 'wakes', 'king', 'enigmatic', 'organized', 'refuses', 'jane', 'saying', 'past', 'isolated', 'exchange', 'filled'], 2: ['stained', 'hovering', 'clan', 'giovanni', 'entranced', 'rogan', 'nevada', 'suffer', 'powers', 'changeling', 'hired', 'abused', 'deeds', 'marissa', 'alike'], 3: ['dispute', 'discovers', 'begins', 'king', 'tohr', 'tragedy', 'businesses', 'passionately', 'cities', 'unworldly', 'sure', 'stalker', 'adulthood', 'rogan', 'including'], 4: ['desires', 'kate', 'unquenchable', 'dark', 'shatter', 'adrenaline', 'll', 'growing', 'singh', 'threat', 'solve', 'feelings', 'roland', 'tempting', 'needs']}","[6479550, 42899, 42900, 35729, 9637479, 13570854, 304027, 2168860, 38619, 17562900, 10357792, 1421990, 3819326, 7046495, 12119529, 6582637, 11544421, 20705702, 42898, 71811, 10993282, 10818853, 8559047, 4345498, 15781026]"
5c1b340f7ef431ee7a26e3cb81b716a3,"{0: [11735983, 8306857], 1: [136251, 11870085, 4667024, 2657, 11387515], 2: [6148028, 7260188, 19063, 6186357, 693208], 3: [2767052, 3, 5, 6, 1, 28187, 2, 2213661, 375802, 7735333, 256683], 4: [15881, 3636]}","{0: ['schoolwork', 'grows', 'stairs', 'encounters', 'secret', 'slowly', 'reminder', 'abnegation', 'thrill', 'mississippi', 'half', 'overthrow', 'tris', 'wildly', 'job'], 1: ['dramatic', 'gone', 'cute', 'lose', 'dursleys', 'town', 'hands', 'weapons', 'knows', 'learns', 'scares', 'terminal', 'prior', 'shares', 'questions'], 2: ['katniss', 'strange', 'father', '13', 'hard', 'everdeen', 'compassionate', 'early', 'accordion', 'close', 'survived', 'defeat', 'going', 'surprises', 'renames'], 3: ['didn', 'percy', 'diary', 'harry', 'ender', 'coming', 'lose', 'trusted', 'bookis', 'quest', 'friend', 'stretches', 'sends', 'chapter', 'mysterious'], 4: ['despair', 'vengeance', '2007', 'normal', 'final', 'dangers', 'named', 'toddler', 'staying', 'torments', 'expected', 'soul', 'thomas', 'sentence', 'pathos']}","[11735983, 8306857, 136251, 11870085, 4667024, 2657, 11387515, 6148028, 7260188, 19063, 6186357, 693208, 2767052, 3, 5, 6, 1, 28187, 2, 2213661, 375802, 7735333, 256683, 15881, 3636]"
7a31dd927af7d94651363aab0e044971,"{0: [23437156, 17927395, 18006496, 19063], 1: [13206900, 11235712, 10194157, 16068905, 18692431, 11735983], 2: [13206760, 16096824, 11870085, 20613470, 18798983, 22489107, 3, 136251, 15881], 3: [13206828, 23395680, 15745753, 17347389, 17675462], 4: [15507958]}","{0: ['scorpio', 'hiding', 'finds', 'stare', 'high', 'long', 'soon', 'research', 'movie', 'magical', 'imprisoned', 'adventures', 'desperate', 'thrill', 'wealth'], 1: ['dragged', 'farther', 'heritage', 'cinder', 'kingdom', 'feared', 'scars', 'initiation', 'shirt', 'higher', 'professor', 'weasley', 'ranges', 'black', 'information'], 2: ['hogwarts', 'harry', 'stone', 'dangerous', 'lunar', 'color', 'got', 'survived', 'feed', 'khalid', 'wizarding', 'love', 'evil', 'fortitude', '2575'], 3: ['blue', 'cress', 'exploring', 'expected', 'truth', 'caught', 'kingdom', 'series', 'head', 'sworeshe', 'raining', 'stopping', 'maggie', 'people', 'way'], 4: ['enslaving', 'victim', 'action', 'medical', 'ordinary', 'guilt', 'dumbledore', 'told', 'stay', 'freezing', 'love', 'spins', 'set', 'thinks', 'torn']}","[23437156, 17927395, 18006496, 19063, 13206900, 11235712, 10194157, 16068905, 18692431, 11735983, 13206760, 16096824, 11870085, 20613470, 18798983, 22489107, 3, 136251, 15881, 13206828, 23395680, 15745753, 17347389, 17675462, 15507958]"
fdc12d21a19b9c69b479a2b62cd6fa53,"{0: [11870085, 15745753, 8621462, 11387515, 20820994, 15783514, 22504701], 1: [32075671, 16143347, 11235712, 11594337], 2: [15704307, 17131869, 20898019, 19358975, 9969571, 22554204], 3: [16068905, 18692431, 19351043, 17346698], 4: [20701984, 23093367, 18007564, 19547856]}","{0: ['schoolroom', 'home', 'family', 'stares', 'story', 'monsters', 'honor', 'snow', 'reading', 'friend', 'john', 'tell', 'marko', 'accustomed', 'delicate'], 1: ['delicate', 'equally', 'hidden', 'lord', 'honoree', 'example', 'poor', 'know', 'lies', 'ways', 'save', 'plague', 'shrinking', 'privacy', 'worlds'], 2: ['horrific', 'fighting', 'stirring', '18', 'congress', 'glass', 'exit', 'getting', 'adrian', 'charismatic', 'ready', '40', 'dives', 'mystery', 'heroine'], 3: ['eleanor', 'lord', 'el', 'snow', 'comfort', 'building', 'seventeen', 'surly', 'ball', 'treatments', 'vendetta', 'nurse', 'stonewall', 'accessible', 'printz'], 4: ['drawing', 'uplifting', 'teacher', 'starve', 'ability', 'menacing', 'groundbreaking', 'despite', 'growing', 'thinks', 'phonic', 'fix', 'encounter', 'sound', 'sexy']}","[11870085, 15745753, 8621462, 11387515, 20820994, 15783514, 22504701, 32075671, 16143347, 11235712, 11594337, 15704307, 17131869, 20898019, 19358975, 9969571, 22554204, 16068905, 18692431, 19351043, 17346698, 20701984, 23093367, 18007564, 19547856]"
f9d166ab9038f2ea54dff7c639cc7cd2,"{0: [11235712, 10429045, 13047090, 13206760], 1: [11870085, 8490112, 10194157, 7171637, 7896527, 6068551, 10025305, 9378297], 2: [12578077, 9593911, 7686667, 9275658, 13104080, 8235178], 3: [10194514, 7735333], 4: [8306857, 6644117, 8525590, 10215349, 10798416]}","{0: ['scarlet', 'interference', 'dorian', 'sought', 'maybe', 'cinder', 'shrouded', 'reaches', 'accident', 'new', 'near', 'internet', 'killed', 'threatens', 'finds'], 1: ['court', 'diagnosis', 'institute', 'looking', 'languages', 'tessa', 'disappeared', 'salt', 'serving', 'lanes', 'intervene', 'ways', 'popular', 'ghost', 'prime'], 2: ['states', 'involve', 'green', 'lena', 'chilling', 'godspeed', 'discover', 'born', 'cell', 'tick', 'alien', '18', 'elite', 'crown', 'ago'], 3: ['defense', 'deep', 'price', 'looking', 'surprising', 'charlotte', 'bearing', 'brother', 'tumor', 'appears', 'job', 'staying', 'abnegation', 'seemingly', 'virginia'], 4: ['dare', 'vegas', 'monsters', 'able', 'home', 'cramped', 'eyes', 'society', 'skyrocketed', 'thought', 'meghan', 'tris', 'torn', 'spotted', 'ofthem']}","[11235712, 10429045, 13047090, 13206760, 11870085, 8490112, 10194157, 7171637, 7896527, 6068551, 10025305, 9378297, 12578077, 9593911, 7686667, 9275658, 13104080, 8235178, 10194514, 7735333, 8306857, 6644117, 8525590, 10215349, 10798416]"
ed4ecf39b59b9d04ac88cd57566c1135,"{0: [18007564, 22557272, 15790842, 7937843, 4667024, 16160797, 2429135, 16181775], 1: [20170404, 8442457, 6148028, 17333223, 12262741], 2: [15783514, 18143977, 15704307, 18774964], 3: [9969571, 2767052, 13538873, 18293427, 6493208], 4: [7260188, 38447, 6101718]}","{0: ['soon', 'intrigue', 'paris', 'project', 'sussex', 'jack', 'success', 'senior', 'realize', 'abide', 'think', 'park', 'losing', 'snowy', 'published'], 1: ['dusty', 'helped', 'hollywood', 'panem', 'prepared', 'police', 'amy', 'save', 'participate', 'weight', 'training', 'solace', 'routines', 'stories', 'pressure'], 2: ['house', 'televised', 'passages', 'devises', 'miraculously', 'exterior', 'subversive', 'design', 'matter', 'laure', '13', 'drama', 'accept', 'thrilling', 'sensation'], 3: ['fuse', 'friends', 'deterred', 'store', '2044', 'prepared', 'celebration', 'daydreams', 'unreliable', 'place', 'wealthy', 'sister', 'tongue', 'surprising', 'tells'], 4: ['fantasy', 'volunteers', 'katniss', '2013', 'questions', 'north', 'earned', 'magic', 'protected', 'uncle', 'takes', 'life', 'surely', 'try', 'station']}","[18007564, 22557272, 15790842, 7937843, 4667024, 16160797, 2429135, 16181775, 20170404, 8442457, 6148028, 17333223, 12262741, 15783514, 18143977, 15704307, 18774964, 9969571, 2767052, 13538873, 18293427, 6493208, 7260188, 38447, 6101718]"
bbf2acaab43e8817ebc88b475529c902,"{0: [15790842, 19063, 38447, 16181775], 1: [11870085, 4667024, 18293427, 6493208, 10644930], 2: [20170404, 18143977, 22557272, 8442457, 8664353], 3: [15783514, 9361589, 13538873, 18774964, 2429135], 4: [18007564, 9969571, 17333223, 7937843, 16160797, 7260188]}","{0: ['soul', 'park', 'long', 'survives', 'project', 'offred', 'played', 'partner', 'stumbles', 'series', 'winner', 'true', 'real', 'appears', 'museum'], 1: ['friend', 'language', 'paper', 'prepared', 'lets', 'stoppingly', 'solace', 'henrietta', 'passages', 'werner', 'poignancy', 'poignant', 'rowling', 'savior', 'alice'], 2: ['day', 'path', 'nomadic', 'tattooed', 'died', 'liesel', 'thirst', 'grows', 'set', 'marie', '2007', 'neighborhood', 'uncle', 'based', 'ocean'], 3: ['intimate', 'instead', 'amalgam', 'unkempt', 'determined', 'prepared', 'clay', 'team', 'remarkable', 'clover', 'walk', 'picture', 'created', 'times', 'case'], 4: ['hidden', 'alive', 'voices', 'quit', 'mother', 'future', 'suicide', 'wade', 'starve', 'ma', 'occupy', 'jack', 'twists', 'swedish', 'survival']}","[15790842, 19063, 38447, 16181775, 11870085, 4667024, 18293427, 6493208, 10644930, 20170404, 18143977, 22557272, 8442457, 8664353, 15783514, 9361589, 13538873, 18774964, 2429135, 18007564, 9969571, 17333223, 7937843, 16160797, 7260188]"
b5f937e40b9cb0e2eecb4ba2365e2019,"{0: [18007564, 15783514, 15704307, 17131869, 11870085, 13538873, 20898019, 23093367, 7260188], 1: [38447, 6148028, 6101718, 17235026, 186074], 2: [20170404, 22557272, 19358975, 25451555, 16160797], 3: [18143977, 8442457, 22544764, 13496, 15790842], 4: [9969571]}","{0: ['seen', 'keeps', 'stories', 'eddard', 'responsibility', 'like', 'overthrow', 'khan', 'split', 'survived', 'neighborhood', 'touchpaper', '24', 'access', 'struggle'], 1: ['don', 'crime', 'jutta', 'love', 'loves', 'moving', 'drama', 'secretly', 'kid', 'wedding', 'katniss', 'published', 'slope', 'raw', 'trilogy'], 2: ['success', 'killer', 'coast', 'help', 'targets', 'drawing', 'takes', 'choosing', 'john', 'group', '13', 'bristow', 'daringly', 'shocking', 'admitted'], 3: ['detectives', 'nick', 'destroyed', 'absolute', 'moving', 'tell', 'client', 'beloved', 'captured', 'uncharted', 'north', 'suddenly', 'rattles', 'way', 'agnieszka'], 4: ['death', 'virtual', '40', 'occupied', 'imagination', 'crossed', 'travelers', 'streets', 'farm', 'started', 'todd', 'shock', 'unlock', 'penumbra', 'treachery']}","[18007564, 15783514, 15704307, 17131869, 11870085, 13538873, 20898019, 23093367, 7260188, 38447, 6148028, 6101718, 17235026, 186074, 20170404, 22557272, 19358975, 25451555, 16160797, 18143977, 8442457, 22544764, 13496, 15790842, 9969571]"
672c2239992e259ba21083acfe30c232,"{0: [6148028, 19063, 9361589, 8442457, 18007564, 2429135], 1: [7260188, 4667024, 9969571, 7937843, 11387515, 2213661], 2: [11870085, 8306857, 22557272, 11735983, 15783514, 7735333, 2728527, 6493208], 3: [18143977, 20170404], 4: [2767052, 15745753, 11235712]}","{0: ['society', 'matter', 'got', 'surrounded', 'purpose', 'ability', 'struggle', 'sea', 'head', 'poor', 'truth', 'means', 'precariously', 'participate', 'quit'], 1: ['define', 'man', 'fully', 'place', 'gale', 'responsibility', 'medicine', 'whispers', 'going', 'slumps', 'peaceful', 'new', 'staying', 'roams', 'plans'], 2: ['impossible', 'taste', 'cassia', 'minny', 'calls', 'celia', 'games', 'tris', 'second', 'threatens', 'guernsey', 'cells', 'growing', 'powerful', '13'], 3: ['father', 'feeling', 'place', 'roaming', 'locks', 'car', 'away', 'bought', 'unlike', 'wall', 'today', 'team', '2044', 'heart', 'nature'], 4: ['dystopian', 'voodoo', 'prim', 'hair', '2010', 'journey', 'delicate', 'twists', 'sussex', 'success', 'spur', 'troupe', 'bigger', 'means', 'repair']}","[6148028, 19063, 9361589, 8442457, 18007564, 2429135, 7260188, 4667024, 9969571, 7937843, 11387515, 2213661, 11870085, 8306857, 22557272, 11735983, 15783514, 7735333, 2728527, 6493208, 18143977, 20170404, 2767052, 15745753, 11235712]"
