address,address_gu,address_dong,lat_long,lat,long
서울특별시 관악구 신림동 신림신도브래뉴,관악구,신림동,"[37.483710302599, 126.911493016213]",37.483710302599,126.911493016213
서울특별시 강동구 둔촌동 둔촌동동아,강동구,둔촌동,"[37.5331699961526, 127.145855118684]",37.5331699961526,127.145855118684
서울특별시 강남구 역삼동 역삼개나리래미안,강남구,역삼동,"[37.4985712235437, 127.046418558768]",37.4985712235437,127.046418558768
서울특별시 성동구 옥수동 옥수극동,성동구,옥수동,"[37.5433115020991, 127.011630637835]",37.5433115020991,127.011630637835
서울특별시 동작구 사당동 사당롯데캐슬,동작구,사당동,"[37.4901933009791, 126.971479473877]",37.4901933009791,126.971479473877
서울특별시 용산구 이촌동 이촌반도,용산구,이촌동,"[37.5170232712561, 126.982051655168]",37.5170232712561,126.982051655168
서울특별시 노원구 월계동 월계주공2단지,노원구,월계동,"[37.6281259684663, 127.052782051404]",37.6281259684663,127.052782051404
서울특별시 중구 중림동 중림삼성래미안아파트,중구,중림동,"[37.5572134303002, 126.964672329201]",37.5572134303002,126.964672329201
서울특별시 노원구 상계동 상계주공4단지,노원구,상계동,"[37.6500654838418, 127.062217257976]",37.6500654838418,127.062217257976
서울특별시 노원구 상계동 상계주공13단지,노원구,상계동,"[37.6676719950496, 127.062259494942]",37.6676719950496,127.062259494942
서울특별시 성동구 금호동4가 금호대우,성동구,금호동4가,"[37.5459699809305, 127.01982172766]",37.5459699809305,127.01982172766
서울특별시 성북구 돈암동 돈암동부센트레빌,성북구,돈암동,"[37.6019579683172, 127.026323062958]",37.6019579683172,127.026323062958
서울특별시 강남구 일원동 수서가람,강남구,일원동,"[37.4824347030678, 127.085380414816]",37.4824347030678,127.085380414816
서울특별시 광진구 광장동 워커힐아파트,광진구,광장동,"[37.5505202819769, 127.106554627171]",37.5505202819769,127.106554627171
서울특별시 서초구 잠원동 롯데캐슬갤럭시2차,서초구,잠원동,"[37.5190411762385, 127.015939620011]",37.5190411762385,127.015939620011
서울특별시 도봉구 창동 창동동아그린,도봉구,창동,"[37.6543732154344, 127.046478203288]",37.6543732154344,127.046478203288
서울특별시 양천구 신정동 신트리4단지,양천구,신정동,"[37.5112616967361, 126.850765825047]",37.5112616967361,126.850765825047
서울특별시 동대문구 청량리동 청량리한신1차,동대문구,청량리동,"[37.5873186626546, 127.047596545946]",37.5873186626546,127.047596545946
서울특별시 강북구 번동 번동한솔솔파크,강북구,번동,"[37.6273613072931, 127.038842916774]",37.6273613072931,127.038842916774
서울특별시 서초구 잠원동 신반포4차,서초구,잠원동,"[37.5083533094199, 127.005979601371]",37.5083533094199,127.005979601371
서울특별시 용산구 이촌동 한가람아파트,용산구,이촌동,"[37.5215850190543, 126.970286646638]",37.5215850190543,126.970286646638
서울특별시 서초구 방배동 쌍용예가클래식,서초구,방배동,"[37.4936122635759, 126.987613557237]",37.4936122635759,126.987613557237
서울특별시 마포구 상암동 상암월드컵1단지,마포구,상암동,"[37.5752980913125, 126.893308081284]",37.5752980913125,126.893308081284
서울특별시 은평구 진관동 은평뉴타운상림마을5단지,은평구,진관동,"[37.6479604213713, 126.928847230347]",37.6479604213713,126.928847230347
서울특별시 강서구 등촌동 한사랑2차삼성아파트(등촌동),강서구,등촌동,"[37.555026394304, 126.863543494771]",37.555026394304,126.863543494771
서울특별시 도봉구 쌍문동 쌍문삼성래미안,도봉구,쌍문동,"[37.6468371040696, 127.027981235585]",37.6468371040696,127.027981235585
서울특별시 용산구 원효로4가 원효산호,용산구,원효로4가,"[37.5327156180897, 126.950380742981]",37.5327156180897,126.950380742981
서울특별시 관악구 신림동 라이프아파트,관악구,신림동,"[37.4770896764465, 126.913175396196]",37.4770896764465,126.913175396196
서울특별시 성동구 성수동1가 성수현대,성동구,성수동1가,"[37.5481709990274, 127.04095334291]",37.5481709990274,127.04095334291
서울특별시 강남구 개포동 개포주공6단지,강남구,개포동,"[37.4888762938306, 127.071667715752]",37.4888762938306,127.071667715752
서울특별시 동작구 노량진동 신동아리버파크,동작구,노량진동,"[37.5074254730822, 126.945123370196]",37.5074254730822,126.945123370196
서울특별시 도봉구 창동 북한산한신휴플러스,도봉구,창동,"[37.6557210120255, 127.042864077383]",37.6557210120255,127.042864077383
서울특별시 도봉구 방학동 방학명품ESA1단지,도봉구,방학동,"[37.6686272019434, 127.045525245345]",37.6686272019434,127.045525245345
서울특별시 마포구 신수동 밤섬경남아너스빌,마포구,신수동,"[37.5467372521601, 126.93630235903]",37.5467372521601,126.93630235903
서울특별시 중랑구 신내동 신내다우훼밀리,중랑구,신내동,"[37.6003850259687, 127.096239885415]",37.6003850259687,127.096239885415
서울특별시 영등포구 신길동 신길삼성제2,영등포구,신길동,"[37.507403824045, 126.913593154321]",37.507403824045,126.913593154321
서울특별시 금천구 시흥동 시흥삼익,금천구,시흥동,"[37.4633791506332, 126.909413529837]",37.4633791506332,126.909413529837
서울특별시 영등포구 대림동 대림우성,영등포구,대림동,"[37.4963770821984, 126.90089916339]",37.4963770821984,126.90089916339
서울특별시 광진구 자양동 광진트라팰리스,광진구,자양동,"[37.5318922601242, 127.067948157119]",37.5318922601242,127.067948157119
서울특별시 광진구 광장동 광장현대5단지,광진구,광장동,"[37.5397148467697, 127.100097759202]",37.5397148467697,127.100097759202
서울특별시 마포구 상암동 상암월드컵파크2단지,마포구,상암동,"[37.5748398903005, 126.891577074081]",37.5748398903005,126.891577074081
서울특별시 용산구 이촌동 이촌왕궁,용산구,이촌동,"[37.5171582318767, 126.978241666315]",37.5171582318767,126.978241666315
서울특별시 강남구 도곡동 도곡삼성래미안,강남구,도곡동,"[37.489778720694, 127.050650573046]",37.489778720694,127.050650573046
서울특별시 영등포구 당산동4가 당산현대3차,영등포구,당산동4가,"[37.5310603162321, 126.89638327158]",37.5310603162321,126.89638327158
서울특별시 은평구 진관동 은평뉴타운상림마을13단지,은평구,진관동,"[37.6420380991311, 126.929337256328]",37.6420380991311,126.929337256328
서울특별시 노원구 상계동 상계수락파크빌,노원구,상계동,"[37.679290522778, 127.057018425406]",37.679290522778,127.057018425406
서울특별시 송파구 풍납동 풍납한강극동,송파구,풍납동,"[37.5294311471654, 127.112741446081]",37.5294311471654,127.112741446081
서울특별시 양천구 목동 목동부영그린타운3차,양천구,목동,"[37.5367309934181, 126.882211593738]",37.5367309934181,126.882211593738
서울특별시 송파구 풍납동 풍납동아한가람,송파구,풍납동,"[37.5374791620866, 127.115622268828]",37.5374791620866,127.115622268828
서울특별시 관악구 신림동 신림2차푸르지오,관악구,신림동,"[37.4613442263637, 126.919908571535]",37.4613442263637,126.919908571535
서울특별시 동대문구 답십리동 래미안엘파인,동대문구,답십리동,"[37.5758810898601, 127.06530754342]",37.5758810898601,127.06530754342
서울특별시 도봉구 도봉동 도봉삼환,도봉구,도봉동,"[37.6810593866472, 127.04884839583]",37.6810593866472,127.04884839583
서울특별시 성북구 돈암동 돈암신일해피트리,성북구,돈암동,"[37.597995429021, 127.011645485702]",37.597995429021,127.011645485702
서울특별시 동작구 상도동 상도경향렉스빌,동작구,상도동,"[37.4952970416671, 126.941935290017]",37.4952970416671,126.941935290017
서울특별시 구로구 구로동 구로현대,구로구,구로동,"[37.4884581780074, 126.89602502071]",37.4884581780074,126.89602502071
서울특별시 송파구 잠실동 잠실동트리지움,송파구,잠실동,"[37.5099174003709, 127.091143733839]",37.5099174003709,127.091143733839
서울특별시 은평구 불광동 불광대호2차,은평구,불광동,"[37.6147551376677, 126.932860874394]",37.6147551376677,126.932860874394
서울특별시 서초구 방배동 방배우성,서초구,방배동,"[37.474408252473, 126.982576685314]",37.474408252473,126.982576685314
서울특별시 성북구 종암동 종암2차아이파크,성북구,종암동,"[37.5968551400627, 127.031722511149]",37.5968551400627,127.031722511149
서울특별시 강남구 대치동 대치아이파크,강남구,대치동,"[37.4950567005784, 127.054562708884]",37.4950567005784,127.054562708884
서울특별시 노원구 중계동 중계현대그린,노원구,중계동,"[37.6469665895494, 127.084474372634]",37.6469665895494,127.084474372634
서울특별시 강서구 방화동 마곡 한진해모로,강서구,방화동,"[37.5715416391155, 126.81336525129]",37.5715416391155,126.81336525129
서울특별시 성동구 옥수동 래미안옥수리버젠,성동구,옥수동,"[37.5451371536209, 127.013714834954]",37.5451371536209,127.013714834954
서울특별시 영등포구 대림동 대림현대3차,영등포구,대림동,"[37.5055326031402, 126.895613306369]",37.5055326031402,126.895613306369
서울특별시 서초구 잠원동 잠원롯데캐슬갤럭시1차,서초구,잠원동,"[37.5201839405441, 127.016436120872]",37.5201839405441,127.016436120872
서울특별시 구로구 구로동 중앙구로하이츠,구로구,구로동,"[37.496778679083, 126.876098477883]",37.496778679083,126.876098477883
서울특별시 용산구 이촌동 한강삼익,용산구,이촌동,"[37.5184622780656, 126.97603798549]",37.5184622780656,126.97603798549
서울특별시 노원구 중계동 중계염광아름빌,노원구,중계동,"[37.6561812439276, 127.072945385819]",37.6561812439276,127.072945385819
서울특별시 성북구 장위동 꿈의숲대명루첸,성북구,장위동,"[37.6205468770084, 127.047001861835]",37.6205468770084,127.047001861835
서울특별시 노원구 중계동 중계중앙하이츠,노원구,중계동,"[37.6598618100897, 127.076276064098]",37.6598618100897,127.076276064098
서울특별시 노원구 상계동 비콘드림힐,노원구,상계동,"[37.6593315609027, 127.062018614414]",37.6593315609027,127.062018614414
서울특별시 강동구 성내동 둔촌역청구아파트,강동구,성내동,"[37.5294111567593, 127.133155304479]",37.5294111567593,127.133155304479
서울특별시 성북구 종암동 종암우림카이저팰리스,성북구,종암동,"[37.6019639910993, 127.03348913167]",37.6019639910993,127.03348913167
서울특별시 동대문구 답십리동 답십리동아,동대문구,답십리동,"[37.569342253763, 127.061708365604]",37.569342253763,127.061708365604
서울특별시 강동구 천호동 천호우성,강동구,천호동,"[37.5497684861221, 127.138816135129]",37.5497684861221,127.138816135129
서울특별시 송파구 장지동 송파파인타운4단지,송파구,장지동,"[37.4818027649899, 127.129615143735]",37.4818027649899,127.129615143735
서울특별시 구로구 고척동 고척한일유앤아이,구로구,고척동,"[37.5079923546198, 126.851154956339]",37.5079923546198,126.851154956339
서울특별시 서초구 방배동 방배래미안타워,서초구,방배동,"[37.4750476984424, 126.990469150051]",37.4750476984424,126.990469150051
서울특별시 종로구 숭인동 종로청계힐스테이트,종로구,숭인동,"[37.5760304266335, 127.02115124233]",37.5760304266335,127.02115124233
서울특별시 강서구 가양동 한강타운아파트,강서구,가양동,"[37.5713848523162, 126.844987319453]",37.5713848523162,126.844987319453
서울특별시 강남구 대치동 대치동부센트레빌,강남구,대치동,"[37.4927930896911, 127.055744544281]",37.4927930896911,127.055744544281
서울특별시 서대문구 홍은동 홍은풍림2차,서대문구,홍은동,"[37.593375689781, 126.943080365457]",37.593375689781,126.943080365457
서울특별시 강남구 수서동 수서삼익,강남구,수서동,"[37.4891612481309, 127.100945930371]",37.4891612481309,127.100945930371
서울특별시 강서구 마곡동 마곡금호어울림,강서구,마곡동,"[37.5746295315883, 126.837628899073]",37.5746295315883,126.837628899073
서울특별시 은평구 구산동 경향파크아파트,은평구,구산동,"[37.610571697834, 126.905760582255]",37.610571697834,126.905760582255
서울특별시 노원구 상계동 상계은빛3단지,노원구,상계동,"[37.6826250053937, 127.056723844608]",37.6826250053937,127.056723844608
서울특별시 중랑구 신내동 신내석탑,중랑구,신내동,"[37.6037044985882, 127.101142860377]",37.6037044985882,127.101142860377
서울특별시 구로구 구로동 구로새솔금호,구로구,구로동,"[37.4999944583683, 126.890314741102]",37.4999944583683,126.890314741102
서울특별시 도봉구 방학동 방학한화성원,도봉구,방학동,"[37.661265380776, 127.031765765872]",37.661265380776,127.031765765872
서울특별시 중랑구 신내동 신내9단지임대,중랑구,신내동,"[37.6119855898595, 127.094726629688]",37.6119855898595,127.094726629688
서울특별시 노원구 공릉동 공릉풍림아이원,노원구,공릉동,"[37.6291637289683, 127.066817667405]",37.6291637289683,127.066817667405
서울특별시 강남구 도곡동 우성캐릭터199 아파트,강남구,도곡동,"[37.4865168979792, 127.051882861207]",37.4865168979792,127.051882861207
서울특별시 강서구 등촌동 등촌대림e편한세상,강서구,등촌동,"[37.5421371866212, 126.862627931358]",37.5421371866212,126.862627931358
서울특별시 양천구 신정동 신정이펜하우스4단지,양천구,신정동,"[37.5107541400778, 126.829825083522]",37.5107541400778,126.829825083522
서울특별시 동대문구 답십리동 답십리우성그린,동대문구,답십리동,"[37.5749319843241, 127.065952197042]",37.5749319843241,127.065952197042
서울특별시 노원구 상계동 상계3차현대아파트 ,노원구,상계동,"[37.6715473265812, 127.05296241189]",37.6715473265812,127.05296241189
서울특별시 강남구 도곡동 현대비전21,강남구,도곡동,"[37.4873620167241, 127.05132532941]",37.4873620167241,127.05132532941
서울특별시 강동구 명일동 명일신동아,강동구,명일동,"[37.5537388436088, 127.152109058036]",37.5537388436088,127.152109058036
서울특별시 마포구 창전동 창전삼성,마포구,창전동,"[37.5512308823936, 126.930994059899]",37.5512308823936,126.930994059899
서울특별시 송파구 문정동 문정래미안,송파구,문정동,"[37.4906216221509, 127.130293454812]",37.4906216221509,127.130293454812
서울특별시 관악구 신림동 관악국제산장,관악구,신림동,"[37.4608369090379, 126.927805429571]",37.4608369090379,126.927805429571
서울특별시 강서구 화곡동 우장산한화꿈에그린,강서구,화곡동,"[37.5540084096723, 126.847392667674]",37.5540084096723,126.847392667674
서울특별시 성동구 금호동3가 금호1차푸르지오,성동구,금호동3가,"[37.550574559989, 127.020725332593]",37.550574559989,127.020725332593
서울특별시 용산구 이촌동 이촌현대,용산구,이촌동,"[37.5185919977774, 126.980837866169]",37.5185919977774,126.980837866169
서울특별시 용산구 이촌동 이촌동삼성리버스위트,용산구,이촌동,"[37.5172359865554, 126.97681095732]",37.5172359865554,126.97681095732
서울특별시 용산구 이촌동 이촌동아그린아파트,용산구,이촌동,"[37.5239356203446, 126.958032726655]",37.5239356203446,126.958032726655
서울특별시 강북구 미아동 미아동부센트레빌,강북구,미아동,"[37.6136767350618, 127.025708332062]",37.6136767350618,127.025708332062
서울특별시 동작구 상도동 브라운스톤상도,동작구,상도동,"[37.5060045181418, 126.943824228081]",37.5060045181418,126.943824228081
서울특별시 마포구 신공덕동 대우메트로디오빌,마포구,신공덕동,"[37.5434945824728, 126.952869805451]",37.5434945824728,126.952869805451
서울특별시 노원구 중계동 중계현대2차(4동),노원구,중계동,"[37.6558922765504, 127.073994045028]",37.6558922765504,127.073994045028
서울특별시 양천구 신정동 신정이펜하우스5단지,양천구,신정동,"[37.5107564536211, 126.833279666286]",37.5107564536211,126.833279666286
서울특별시 강남구 청담동 청담대우유로카운티,강남구,청담동,"[37.5237365164635, 127.049806641062]",37.5237365164635,127.049806641062
서울특별시 강서구 방화동 마곡현대아파트,강서구,방화동,"[37.5730328214364, 126.819061027502]",37.5730328214364,126.819061027502
서울특별시 노원구 중계동 중계주공4단지,노원구,중계동,"[37.6553473821348, 127.076921363501]",37.6553473821348,127.076921363501
서울특별시 강서구 화곡동 우장산롯데3차,강서구,화곡동,"[37.552461665687, 126.846487416103]",37.552461665687,126.846487416103
서울특별시 성북구 돈암동 돈암포스코더샵,성북구,돈암동,"[37.5976209472385, 127.010006432046]",37.5976209472385,127.010006432046
서울특별시 성동구 하왕십리동 하왕극동미라주,성동구,하왕십리동,"[37.5584811461174, 127.023300962442]",37.5584811461174,127.023300962442
서울특별시 노원구 하계동 하계학여울청구,노원구,하계동,"[37.636349632113, 127.061339558817]",37.636349632113,127.061339558817
서울특별시 양천구 신정동 목동2차우성임대,양천구,신정동,"[37.5063432161495, 126.865161256265]",37.5063432161495,126.865161256265
서울특별시 성동구 응봉동 서울숲리버그린동아,성동구,응봉동,"[37.5530659970927, 127.03725231485]",37.5530659970927,127.03725231485
서울특별시 강서구 염창동 염창금호,강서구,염창동,"[37.5563178192884, 126.865134525013]",37.5563178192884,126.865134525013
서울특별시 구로구 신도림동 신도림4차e-편한세상,구로구,신도림동,"[37.5106003394881, 126.886846789329]",37.5106003394881,126.886846789329
서울특별시 강남구 청담동 청담삼성1차,강남구,청담동,"[37.5194352215263, 127.047840037208]",37.5194352215263,127.047840037208
서울특별시 강동구 암사동 암사동한솔아파트,강동구,암사동,"[37.552075626614, 127.140301898686]",37.552075626614,127.140301898686
서울특별시 강서구 염창동 염창롯데캐슬,강서구,염창동,"[37.5507590570618, 126.86835517972]",37.5507590570618,126.86835517972
서울특별시 강남구 도곡동 도곡대림아크로빌,강남구,도곡동,"[37.4881205925146, 127.051077656021]",37.4881205925146,127.051077656021
서울특별시 송파구 오금동 오금대림,송파구,오금동,"[37.5081819876253, 127.12853311483]",37.5081819876253,127.12853311483
서울특별시 금천구 시흥동 남서울럭키아파트,금천구,시흥동,"[37.4504759758931, 126.899439923534]",37.4504759758931,126.899439923534
서울특별시 은평구 신사동 뉴신사신성,은평구,신사동,"[37.5934783373821, 126.906383850549]",37.5934783373821,126.906383850549
서울특별시 은평구 대조동 대조삼성타운,은평구,대조동,"[37.609031353119, 126.9217710449]",37.609031353119,126.9217710449
서울특별시 용산구 한강로1가 용산파크자이,용산구,한강로1가,"[37.5366261935205, 126.97266226677]",37.5366261935205,126.97266226677
서울특별시 동작구 상도동 힐스테이트상도프레스티지,동작구,상도동,"[37.4965353794851, 126.948946354609]",37.4965353794851,126.948946354609
서울특별시 강서구 등촌동 등촌부영,강서구,등촌동,"[37.5635578457422, 126.843641011129]",37.5635578457422,126.843641011129
서울특별시 서초구 방배동 방배아크로리버,서초구,방배동,"[37.4977805897597, 126.984542802634]",37.4977805897597,126.984542802634
서울특별시 은평구 구산동 구산경남아너스빌,은평구,구산동,"[37.6055598227771, 126.905382650951]",37.6055598227771,126.905382650951
서울특별시 은평구 역촌동 역촌센트레빌,은평구,역촌동,"[37.6031134891166, 126.905988894856]",37.6031134891166,126.905988894856
서울특별시 강서구 방화동 마곡우림필유아파트,강서구,방화동,"[37.5718202004078, 126.821326449324]",37.5718202004078,126.821326449324
서울특별시 중랑구 묵동 묵동극동늘푸른아파트,중랑구,묵동,"[37.6146144421553, 127.076129132154]",37.6146144421553,127.076129132154
서울특별시 도봉구 도봉동 도봉파크빌3단지,도봉구,도봉동,"[37.6876330896878, 127.048658044037]",37.6876330896878,127.048658044037
서울특별시 강서구 염창동 염창한마음삼성,강서구,염창동,"[37.5544666796958, 126.868290600923]",37.5544666796958,126.868290600923
서울특별시 성북구 정릉동 정릉쌍용,성북구,정릉동,"[37.5995194259025, 127.018274910803]",37.5995194259025,127.018274910803
서울특별시 동작구 상도동 상도1동대림,동작구,상도동,"[37.4929953027688, 126.953477580217]",37.4929953027688,126.953477580217
서울특별시 도봉구 쌍문동 쌍문한양1차,도봉구,쌍문동,"[37.6459239537872, 127.030537517615]",37.6459239537872,127.030537517615
서울특별시 강서구 가양동 가양2단지,강서구,가양동,"[37.5704957193283, 126.847174411361]",37.5704957193283,126.847174411361
서울특별시 도봉구 창동 창동상아2차,도봉구,창동,"[37.6532538473412, 127.044098544805]",37.6532538473412,127.044098544805
서울특별시 서초구 우면동 우면동동고,서초구,우면동,"[37.4713573571914, 127.023567246461]",37.4713573571914,127.023567246461
서울특별시 강남구 도곡동 도곡삼성,강남구,도곡동,"[37.4887124902017, 127.0464303232]",37.4887124902017,127.0464303232
서울특별시 은평구 응암동 응암신동아,은평구,응암동,"[37.5969861477031, 126.923484125256]",37.5969861477031,126.923484125256
서울특별시 광진구 자양동 자양한라,광진구,자양동,"[37.5356576727188, 127.070038503855]",37.5356576727188,127.070038503855
서울특별시 중랑구 신내동 신내벽산,중랑구,신내동,"[37.6031247734606, 127.100119242128]",37.6031247734606,127.100119242128
서울특별시 도봉구 창동 창동금호어울림,도봉구,창동,"[37.656473916567, 127.041736798042]",37.656473916567,127.041736798042
서울특별시 광진구 자양동 자양경남,광진구,자양동,"[37.5289477821397, 127.078966591413]",37.5289477821397,127.078966591413
서울특별시 성동구 행당동 신동아,성동구,행당동,"[37.5543710515072, 127.032836890544]",37.5543710515072,127.032836890544
서울특별시 강남구 수서동 수서주공,강남구,수서동,"[37.4911326752954, 127.100177629819]",37.4911326752954,127.100177629819
서울특별시 도봉구 쌍문동 브라운스톤쌍문,도봉구,쌍문동,"[37.6473174834297, 127.029200092887]",37.6473174834297,127.029200092887
서울특별시 성북구 정릉동 정릉중앙하이츠빌1단지,성북구,정릉동,"[37.6026562735055, 127.009409966425]",37.6026562735055,127.009409966425
서울특별시 성북구 하월곡동 동일하이빌뉴시티,성북구,하월곡동,"[37.605051194495, 127.030996105009]",37.605051194495,127.030996105009
서울특별시 노원구 상계동 상계주공10단지 ,노원구,상계동,"[37.6630145873682, 127.055709518101]",37.6630145873682,127.055709518101
